Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostentr‰ger	Kostenstelle	Steuerschl¸ssel	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT1
1.656	02105	Privat Reisen	04.09.17	592	ZION NP-RIVER ENTRANCE SPRINGDALE 400				01710	12,62			0,00	
1.683	02105	Privat Reisen	04.09.17	591	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,19			0,00	
1.684	02105	Privat Reisen	04.09.17	591	1.50% AUSLANDSEINSATZENTGELT				01710	0,19			0,00	
1.687	02105	Privat Reisen	04.09.17	595	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,44			0,00	
1.688	02105	Privat Reisen	04.09.17	595	1.50% AUSLANDSEINSATZENTGELT				01710	0,44			0,00	
1.751	02105	Privat Reisen	04.09.17	596	<Storno> LA QUINTA INNS & SUITE LA VERKIN 400				01710	1,79			0,00	
1.752	02105	Privat Reisen	04.09.17	596	LA QUINTA INNS & SUITE LA VERKIN 400				01710	1,79			0,00	
1.773	02105	Privat Reisen	04.09.17	599	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	1,77			0,00	
1.774	02105	Privat Reisen	04.09.17	599	1.50% AUSLANDSEINSATZENTGELT				01710	1,77			0,00	
1.789	02105	Privat Reisen	04.09.17	589	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	1,54			0,00	
1.790	02105	Privat Reisen	04.09.17	589	1.50% AUSLANDSEINSATZENTGELT				01710	1,54			0,00	
2.006	02105	Privat Reisen	04.09.17	593	ELEMENT BASALT - ASPEN BASALT 400				01710	118,01			0,00	
2.042	02105	Privat Reisen	04.09.17	594	THE BIT & SPUR SPRINGDALE 400				01710	29,45			0,00	
381	02105	Privat Reisen	05.09.17	333	Kartenzahlung VANTIV//HURRICANE/US/3 2017-09-02T09:08:07 KFN 1 VJ 2012 Original				01700	-43,65			0,00	
382	02105	Privat Reisen	05.09.17	334	Kartenzahlung JP MORGAN CHASE//SPRINGDALE/US/3 2017-09-02T12:14:02 KFN 1 VJ 201				01700	-138,40			0,00	
623	02105	Privat Reisen	05.09.17	575	1.50% AUSLANDSEINSATZENTGELT				01710	-0,38			0,00	
624	02105	Privat Reisen	05.09.17	576	ANTELOPE POINT MARINA PAGE 400				01710	-21,04			0,00	
625	02105	Privat Reisen	05.09.17	577	ARAMARK WAHWEAP LODGE PAGE 400				01710	-203,91			0,00	
626	02105	Privat Reisen	05.09.17	578	FOUR QUEENS HTLS F & B LAS VEGAS 400				01710	-10,10			0,00	
628	02105	Privat Reisen	05.09.17	580	1.50% AUSLANDSEINSATZENTGELT				01710	-0,32			0,00	
629	02105	Privat Reisen	05.09.17	581	ANTELOPE POINT MARINA TOUPAGE 400				01710	-25,25			0,00	
631	02105	Privat Reisen	05.09.17	583	1.50% AUSLANDSEINSATZENTGELT				01710	-0,40			0,00	
632	02105	Privat Reisen	05.09.17	584	1.50% AUSLANDSEINSATZENTGELT				01710	-0,30			0,00	
633	02105	Privat Reisen	05.09.17	585	1.50% AUSLANDSEINSATZENTGELT				01710	-3,06			0,00	
634	02105	Privat Reisen	05.09.17	586	1.50% AUSLANDSEINSATZENTGELT				01710	-0,15			0,00	
636	02105	Privat Reisen	05.09.17	588	1.50% AUSLANDSEINSATZENTGELT				01710	-0,34			0,00	
1.162	02105	Privat Reisen	05.09.17	577	<Storno> ARAMARK WAHWEAP LODGE PAGE 400				01710	203,91			0,00	
1.163	02105	Privat Reisen	05.09.17	577	ARAMARK WAHWEAP LODGE PAGE 400				01710	203,91			0,00	
1.224	02105	Privat Reisen	05.09.17	334	<Storno> Kartenzahlung JP MORGAN CHASE//SPRINGDALE/US/3 2017-09-02T12:14:02 KFN 				01700	138,40			0,00	
1.225	02105	Privat Reisen	05.09.17	334	Kartenzahlung JP MORGAN CHASE//SPRINGDALE/US/3 2017-09-02T12:14:02 KFN 1 VJ 201				01700	138,40			0,00	
1.285	02105	Privat Reisen	05.09.17	579	SHELL OIL 12567094003 PAGE 400				01710	-26,85			0,00	
1.286	02105	Privat Reisen	05.09.17	579	<Storno> SHELL OIL 12567094003 PAGE 400				01710	26,85			0,00	
1.287	02105	Privat Reisen	05.09.17	1045	SHELL OIL 12567094003 PAGE 400				01710	26,85			0,00	
1.292	02105	Privat Reisen	05.09.17	333	<Storno> Kartenzahlung VANTIV//HURRICANE/US/3 2017-09-02T09:08:07 KFN 1 VJ 2012 				01700	43,65			0,00	
1.293	02105	Privat Reisen	05.09.17	333	Kartenzahlung VANTIV//HURRICANE/US/3 2017-09-02T09:08:07 KFN 1 VJ 2012 Original				01700	43,65			0,00	
1.398	02105	Privat Reisen	05.09.17	332	Kartenzahlung WELLS FARGO BANK N.A//BRYCE CANYON/ 2017-09-01T16:43:00 KFN 1 VJ				01700	31,10			0,00	
1.439	02105	Privat Reisen	05.09.17	581	<Storno> ANTELOPE POINT MARINA TOUPAGE 400				01710	25,25			0,00	
1.473	02105	Privat Reisen	05.09.17	582	LOVE S COUNTRY00002725 KINGMAN 400				01710	22,58			0,00	
1.482	02105	Privat Reisen	05.09.17	576	<Storno> ANTELOPE POINT MARINA PAGE 400				01710	21,04			0,00	
1.483	02105	Privat Reisen	05.09.17	576	ANTELOPE POINT MARINA PAGE 400				01710	21,04			0,00	
1.627	02105	Privat Reisen	05.09.17	588	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,34			0,00	
1.628	02105	Privat Reisen	05.09.17	588	1.50% AUSLANDSEINSATZENTGELT				01710	0,34			0,00	
1.629	02105	Privat Reisen	05.09.17	1050	1.50% AUSLANDSEINSATZENTGELT				01710	0,34			0,00	
1.647	02105	Privat Reisen	05.09.17	586	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,15			0,00	
1.648	02105	Privat Reisen	05.09.17	586	1.50% AUSLANDSEINSATZENTGELT				01710	0,15			0,00	
1.673	02105	Privat Reisen	05.09.17	578	<Storno> FOUR QUEENS HTLS F & B LAS VEGAS 400				01710	10,10			0,00	
1.674	02105	Privat Reisen	05.09.17	578	FOUR QUEENS HTLS F & B LAS VEGAS 400				01710	10,10			0,00	
1.719	02105	Privat Reisen	05.09.17	585	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	3,06			0,00	
1.720	02105	Privat Reisen	05.09.17	585	1.50% AUSLANDSEINSATZENTGELT				01710	3,06			0,00	
1.739	02105	Privat Reisen	05.09.17	584	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,30			0,00	
1.740	02105	Privat Reisen	05.09.17	584	1.50% AUSLANDSEINSATZENTGELT				01710	0,30			0,00	
1.753	02105	Privat Reisen	05.09.17	580	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,32			0,00	
1.754	02105	Privat Reisen	05.09.17	580	1.50% AUSLANDSEINSATZENTGELT				01710	0,32			0,00	
1.761	02105	Privat Reisen	05.09.17	583	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,40			0,00	
1.762	02105	Privat Reisen	05.09.17	583	1.50% AUSLANDSEINSATZENTGELT				01710	0,40			0,00	
1.769	02105	Privat Reisen	05.09.17	575	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,38			0,00	
1.770	02105	Privat Reisen	05.09.17	575	1.50% AUSLANDSEINSATZENTGELT				01710	0,38			0,00	
2.033	02105	Privat Reisen	05.09.17	579	SHELL OIL 12567094003 PAGE 400				01700	26,85			0,00	
2.034	02105	Privat Reisen	05.09.17	579	<Storno> SHELL OIL 12567094003 PAGE 400				01700	-26,85			0,00	
2.035	02105	Privat Reisen	05.09.17	579	SHELL OIL 12567094003 PAGE 400				01710	26,85			0,00	
2.038	02105	Privat Reisen	05.09.17	1050	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	-0,34			0,00	
2.044	02105	Privat Reisen	05.09.17	587	BINIONS GAMBLING HALL F&BLAS VEGAS 400				01710	20,02			0,00	
2.096	02105	Privat Reisen	05.09.17	1178	ANTELOPE POINT MARINA TOUPAGE 400				01710	25,25			0,00	
2.099	02105	Privat Reisen	05.09.17	579	<Storno> SHELL OIL 12567094003 PAGE 400				01710	-26,85			0,00	
379	02105	Privat Reisen	06.09.17	331	Kartenzahlung HEARTLAND PAYMENT SY//LAS VEGAS/US/ 2017-09-04T10:00:59 KFN 1 VJ				01700	-14,55			0,00	
615	02105	Privat Reisen	06.09.17	567	COMFORT INN & SUITES LAS VEGAS 400				01710	-99,03			0,00	
619	02105	Privat Reisen	06.09.17	571	1.50% AUSLANDSEINSATZENTGELT				01710	-0,32			0,00	
620	02105	Privat Reisen	06.09.17	572	1.50% AUSLANDSEINSATZENTGELT				01710	-0,23			0,00	
621	02105	Privat Reisen	06.09.17	573	1.50% AUSLANDSEINSATZENTGELT				01710	-0,35			0,00	
622	02105	Privat Reisen	06.09.17	574	1.50% AUSLANDSEINSATZENTGELT				01710	-1,49			0,00	
1.086	02105	Privat Reisen	06.09.17	567	<Storno> COMFORT INN & SUITES LAS VEGAS 400				01710	99,03			0,00	
1.087	02105	Privat Reisen	06.09.17	567	COMFORT INN & SUITES LAS VEGAS 400				01710	99,03			0,00	
1.479	02105	Privat Reisen	06.09.17	569	JOSHUA TREE-NORTH ES TWENTYNINE P400				01710	21,07			0,00	
1.580	02105	Privat Reisen	06.09.17	572	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,23			0,00	
1.581	02105	Privat Reisen	06.09.17	572	1.50% AUSLANDSEINSATZENTGELT				01710	0,23			0,00	
1.584	02105	Privat Reisen	06.09.17	574	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	1,49			0,00	
1.585	02105	Privat Reisen	06.09.17	574	1.50% AUSLANDSEINSATZENTGELT				01710	1,49			0,00	
1.604	02105	Privat Reisen	06.09.17	331	<Storno> Kartenzahlung HEARTLAND PAYMENT SY//LAS VEGAS/US/ 2017-09-04T10:00:59 K				01700	14,55			0,00	
1.605	02105	Privat Reisen	06.09.17	331	Kartenzahlung HEARTLAND PAYMENT SY//LAS VEGAS/US/ 2017-09-04T10:00:59 KFN 1 VJ				01700	14,55			0,00	
1.749	02105	Privat Reisen	06.09.17	571	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,32			0,00	
1.750	02105	Privat Reisen	06.09.17	571	1.50% AUSLANDSEINSATZENTGELT				01710	0,32			0,00	
1.779	02105	Privat Reisen	06.09.17	573	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,35			0,00	
1.780	02105	Privat Reisen	06.09.17	573	1.50% AUSLANDSEINSATZENTGELT				01710	0,35			0,00	
2.046	02105	Privat Reisen	06.09.17	568	SOPHIES MEXICAN KITCHEN GRAND CANYON400				01710	23,59			0,00	
2.048	02105	Privat Reisen	06.09.17	570	IN *RP'S STAGE STOP (RED 928-6383115 400				01710	15,59			0,00	
375	02105	Privat Reisen	07.09.17	327	Kartenzahlung WELLS FARGO BANK N.A//NEEDLES/US/3 2017-09-05T01:49:00 KFN 1 VJ 2				01700	-45,94			0,00	
377	02105	Privat Reisen	07.09.17	329	Kartenzahlung HEARTLAND PAYMENT SY//WILLIAMS/US/3 2017-09-04T15:22:22 KFN 1 VJ				01700	-25,76			0,00	
378	02105	Privat Reisen	07.09.17	330	Kartenzahlung EXXONMOBIL CORP//TWENTYNINE P/US/3 2017-09-05T10:11:00 KFN 1 VJ 2				01700	-8,79			0,00	
607	02105	Privat Reisen	07.09.17	559	1.50% AUSLANDSEINSATZENTGELT				01710	-0,97			0,00	
609	02105	Privat Reisen	07.09.17	561	1.50% AUSLANDSEINSATZENTGELT				01710	-0,38			0,00	
610	02105	Privat Reisen	07.09.17	562	RODEWAY INN & SUITES 29 PALMS 400				01710	-73,25			0,00	
612	02105	Privat Reisen	07.09.17	564	CASTAIC INN CASTAIC 400				01710	-64,95			0,00	
613	02105	Privat Reisen	07.09.17	565	1.50% AUSLANDSEINSATZENTGELT				01710	-1,10			0,00	
614	02105	Privat Reisen	07.09.17	566	1.50% AUSLANDSEINSATZENTGELT				01710	-0,24			0,00	
1.034	02105	Privat Reisen	07.09.17	564	<Storno> CASTAIC INN CASTAIC 400				01710	64,95			0,00	
1.035	02105	Privat Reisen	07.09.17	564	CASTAIC INN CASTAIC 400				01710	64,95			0,00	
1.184	02105	Privat Reisen	07.09.17	562	<Storno> RODEWAY INN & SUITES 29 PALMS 400				01710	73,25			0,00	
1.185	02105	Privat Reisen	07.09.17	562	RODEWAY INN & SUITES 29 PALMS 400				01710	73,25			0,00	
1.288	02105	Privat Reisen	07.09.17	327	<Storno> Kartenzahlung WELLS FARGO BANK N.A//NEEDLES/US/3 2017-09-05T01:49:00 KF				01700	45,94			0,00	
1.289	02105	Privat Reisen	07.09.17	327	Kartenzahlung WELLS FARGO BANK N.A//NEEDLES/US/3 2017-09-05T01:49:00 KFN 1 VJ 2				01700	45,94			0,00	
1.433	02105	Privat Reisen	07.09.17	329	<Storno> Kartenzahlung HEARTLAND PAYMENT SY//WILLIAMS/US/3 2017-09-04T15:22:22 K				01700	25,76			0,00	
1.434	02105	Privat Reisen	07.09.17	329	Kartenzahlung HEARTLAND PAYMENT SY//WILLIAMS/US/3 2017-09-04T15:22:22 KFN 1 VJ				01700	25,76			0,00	
1.443	02105	Privat Reisen	07.09.17	1046	SEQUOIA KINGS-ASH MTN ES THREE RIVERS400				01710	25,21			0,00	
1.689	02105	Privat Reisen	07.09.17	330	<Storno> Kartenzahlung EXXONMOBIL CORP//TWENTYNINE P/US/3 2017-09-05T10:11:00 KF				01700	8,79			0,00	
1.690	02105	Privat Reisen	07.09.17	330	Kartenzahlung EXXONMOBIL CORP//TWENTYNINE P/US/3 2017-09-05T10:11:00 KFN 1 VJ 2				01700	8,79			0,00	
1.691	02105	Privat Reisen	07.09.17	566	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,24			0,00	
1.692	02105	Privat Reisen	07.09.17	566	1.50% AUSLANDSEINSATZENTGELT				01710	0,24			0,00	
1.697	02105	Privat Reisen	07.09.17	565	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	1,10			0,00	
1.698	02105	Privat Reisen	07.09.17	565	1.50% AUSLANDSEINSATZENTGELT				01710	1,10			0,00	
1.775	02105	Privat Reisen	07.09.17	559	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,97			0,00	
1.776	02105	Privat Reisen	07.09.17	559	1.50% AUSLANDSEINSATZENTGELT				01710	0,97			0,00	
1.785	02105	Privat Reisen	07.09.17	561	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,38			0,00	
1.786	02105	Privat Reisen	07.09.17	561	1.50% AUSLANDSEINSATZENTGELT				01710	0,38			0,00	
2.026	02105	Privat Reisen	07.09.17	328	Kartenzahlung WELLS FARGO BANK N.A//Vidal/US/3 2017-09-05T02:43:00 KFN 1 VJ 201				01700	20,63			0,00	
2.050	02105	Privat Reisen	07.09.17	563	BARNEYS SANTA MONICA SANTA MONICA400				01710	16,25			0,00	
605	02105	Privat Reisen	08.09.17	557	1.50% AUSLANDSEINSATZENTGELT				01710	-0,09			0,00	
1.606	02105	Privat Reisen	08.09.17	557	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,09			0,00	
1.607	02105	Privat Reisen	08.09.17	557	1.50% AUSLANDSEINSATZENTGELT				01710	0,09			0,00	
2.022	02105	Privat Reisen	08.09.17	325	Auszahlung PUEBLO BANK . TRUST//SANTA MONICA/U 2017-09-06T00:14:52 KFN 1 VJ 201				01700	58,63			0,00	
2.024	02105	Privat Reisen	08.09.17	326	Kartenzahlung EXXONMOBIL CORP//WHITTIER/US/3 2017-09-05T19:14:00 KFN 1 VJ 2012				01700	38,75			0,00	
2.058	02105	Privat Reisen	08.09.17	558	THE BARN SUMMIT TEHACHAPI 400				01710	6,17			0,00	
2.166	02105	Privat Reisen	08.09.17	325	<Storno> Auszahlung PUEBLO BANK . TRUST//SANTA MONICA/U 2017-09-06T00:14:52 KFN 				01700	-58,63			0,00	
371	02105	Privat Reisen	11.09.17	323	Kartenzahlung WELLS FARGO BANK N.A//TEHACHAPI/US/ 2017-09-07T09:01:00 KFN 1 VJ				01700	-27,30			0,00	
372	02105	Privat Reisen	11.09.17	324	Kartenzahlung WELLS FARGO BANK N.A//LEMON COVE/US 2017-09-06T12:30:00 KFN 1 VJ				01700	-32,20			0,00	
595	02105	Privat Reisen	11.09.17	547	1.50% AUSLANDSEINSATZENTGELT				01710	-0,31			0,00	
598	02105	Privat Reisen	11.09.17	550	DELTA AIR Baggage Fee SAN FRANCISC400				01710	-20,77			0,00	
599	02105	Privat Reisen	11.09.17	551	1.50% AUSLANDSEINSATZENTGELT				01710	-1,76			0,00	
600	02105	Privat Reisen	11.09.17	552	1.50% AUSLANDSEINSATZENTGELT				01710	-0,37			0,00	
601	02105	Privat Reisen	11.09.17	553	ROSENBLUM CELLARS (TAS OAKLAND 400				01710	-49,84			0,00	
602	02105	Privat Reisen	11.09.17	554	1.50% AUSLANDSEINSATZENTGELT				01710	-1,56			0,00	
603	02105	Privat Reisen	11.09.17	555	FOUR POINTS PLEASANTON PLEASANTON 400				01710	-117,60			0,00	
604	02105	Privat Reisen	11.09.17	556	1.50% AUSLANDSEINSATZENTGELT				01710	-0,14			0,00	
686	02105	Privat Reisen	11.09.17	638	1.50% AUSLANDSEINSATZENTGELT				01710	-0,31			0,00	
688	02105	Privat Reisen	11.09.17	640	1.50% AUSLANDSEINSATZENTGELT				01710	-0,25			0,00	
689	02105	Privat Reisen	11.09.17	641	1.50% AUSLANDSEINSATZENTGELT				01710	-0,12			0,00	
692	02105	Privat Reisen	11.09.17	644	IMPART00370341U SAN FRANCISC400				01710	-24,92			0,00	
693	02105	Privat Reisen	11.09.17	645	1.50% AUSLANDSEINSATZENTGELT				01710	-0,75			0,00	
694	02105	Privat Reisen	11.09.17	646	OPODO LTD LONDON 006				01710	-358,08			0,00	
695	02105	Privat Reisen	11.09.17	647	LA QUINTA INN LIVERMOR LIVERMORE 400				01710	-103,93			0,00	
696	02105	Privat Reisen	11.09.17	648	1.50% AUSLANDSEINSATZENTGELT				01710	-0,31			0,00	
1.038	02105	Privat Reisen	11.09.17	647	<Storno> LA QUINTA INN LIVERMOR LIVERMORE 400				01710	103,93			0,00	
1.039	02105	Privat Reisen	11.09.17	647	LA QUINTA INN LIVERMOR LIVERMORE 400				01710	103,93			0,00	
1.072	02105	Privat Reisen	11.09.17	553	<Storno> ROSENBLUM CELLARS (TAS OAKLAND 400				01710	49,84			0,00	
1.073	02105	Privat Reisen	11.09.17	553	ROSENBLUM CELLARS (TAS OAKLAND 400				01710	49,84			0,00	
1.082	02105	Privat Reisen	11.09.17	555	<Storno> FOUR POINTS PLEASANTON PLEASANTON 400				01710	117,60			0,00	
1.083	02105	Privat Reisen	11.09.17	555	FOUR POINTS PLEASANTON PLEASANTON 400				01710	117,60			0,00	
1.112	02105	Privat Reisen	11.09.17	646	<Storno> OPODO LTD LONDON 006				01710	358,08			0,00	
1.113	02105	Privat Reisen	11.09.17	646	OPODO LTD LONDON 006				01710	358,08			0,00	
1.365	02105	Privat Reisen	11.09.17	324	<Storno> Kartenzahlung WELLS FARGO BANK N.A//LEMON COVE/US 2017-09-06T12:30:00 K				01700	32,20			0,00	
1.366	02105	Privat Reisen	11.09.17	324	Kartenzahlung WELLS FARGO BANK N.A//LEMON COVE/US 2017-09-06T12:30:00 KFN 1 VJ				01700	32,20			0,00	
1.423	02105	Privat Reisen	11.09.17	323	<Storno> Kartenzahlung WELLS FARGO BANK N.A//TEHACHAPI/US/ 2017-09-07T09:01:00 K				01700	27,30			0,00	
1.424	02105	Privat Reisen	11.09.17	323	Kartenzahlung WELLS FARGO BANK N.A//TEHACHAPI/US/ 2017-09-07T09:01:00 KFN 1 VJ				01700	27,30			0,00	
1.456	02105	Privat Reisen	11.09.17	644	<Storno> IMPART00370341U SAN FRANCISC400				01710	24,92			0,00	
1.457	02105	Privat Reisen	11.09.17	644	IMPART00370341U SAN FRANCISC400				01710	24,92			0,00	
1.470	02105	Privat Reisen	11.09.17	550	<Storno> DELTA AIR Baggage Fee SAN FRANCISC400				01710	20,77			0,00	
1.471	02105	Privat Reisen	11.09.17	550	DELTA AIR Baggage Fee SAN FRANCISC400				01710	20,77			0,00	
1.485	02105	Privat Reisen	11.09.17	642	DEATH VALLEY NP SPW RS AFDEATH VALLEY400				01710	20,77			0,00	
1.574	02105	Privat Reisen	11.09.17	638	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,31			0,00	
1.575	02105	Privat Reisen	11.09.17	638	1.50% AUSLANDSEINSATZENTGELT				01710	0,31			0,00	
1.625	02105	Privat Reisen	11.09.17	641	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,12			0,00	
1.626	02105	Privat Reisen	11.09.17	641	1.50% AUSLANDSEINSATZENTGELT				01710	0,12			0,00	
1.643	02105	Privat Reisen	11.09.17	556	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,14			0,00	
1.644	02105	Privat Reisen	11.09.17	556	1.50% AUSLANDSEINSATZENTGELT				01710	0,14			0,00	
1.710	02105	Privat Reisen	11.09.17	639	3006 MUIR WOODS VISITOR CMILL VALLEY 400				01710	-8,31			0,00	
1.715	02105	Privat Reisen	11.09.17	639	<Storno> 3006 MUIR WOODS VISITOR CMILL VALLEY 400				01710	8,31			0,00	
1.716	02105	Privat Reisen	11.09.17	639	3006 MUIR WOODS VISITOR CMILL VALLEY 400				01710	8,31			0,00	
1.727	02105	Privat Reisen	11.09.17	640	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,25			0,00	
1.728	02105	Privat Reisen	11.09.17	640	1.50% AUSLANDSEINSATZENTGELT				01710	0,25			0,00	
1.741	02105	Privat Reisen	11.09.17	648	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,31			0,00	
1.742	02105	Privat Reisen	11.09.17	648	1.50% AUSLANDSEINSATZENTGELT				01710	0,31			0,00	
1.745	02105	Privat Reisen	11.09.17	547	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,31			0,00	
1.746	02105	Privat Reisen	11.09.17	547	1.50% AUSLANDSEINSATZENTGELT				01710	0,31			0,00	
1.747	02105	Privat Reisen	11.09.17	645	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,75			0,00	
1.748	02105	Privat Reisen	11.09.17	645	1.50% AUSLANDSEINSATZENTGELT				01710	0,75			0,00	
1.777	02105	Privat Reisen	11.09.17	551	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	1,76			0,00	
1.778	02105	Privat Reisen	11.09.17	551	1.50% AUSLANDSEINSATZENTGELT				01710	1,76			0,00	
1.783	02105	Privat Reisen	11.09.17	552	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	0,37			0,00	
1.784	02105	Privat Reisen	11.09.17	552	1.50% AUSLANDSEINSATZENTGELT				01710	0,37			0,00	
1.793	02105	Privat Reisen	11.09.17	554	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	1,56			0,00	
1.794	02105	Privat Reisen	11.09.17	554	1.50% AUSLANDSEINSATZENTGELT				01710	1,56			0,00	
1.795	02105	Privat Reisen	11.09.17	1052	1.50% AUSLANDSEINSATZENTGELT				01710	1,56			0,00	
1.976	02105	Privat Reisen	11.09.17	321	Kartenzahlung WELLS FARGO BANK N.A//DEATH VALLEY/ 2017-09-07T12:58:00 KFN 1 VJ				01700	27,97			0,00	
2.004	02105	Privat Reisen	11.09.17	643	DEATH VALLEY NP SPW RS AFDEATH VALLEY400				01710	20,77			0,00	
2.020	02105	Privat Reisen	11.09.17	320	Kartenzahlung BANK OF AMERICA N A//BORON/US/3 2017-09-07T22:27:00 KFN 1 VJ 2012				01700	43,48			0,00	
2.037	02105	Privat Reisen	11.09.17	1052	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	-1,56			0,00	
2.060	02105	Privat Reisen	11.09.17	548	IMPART00370341U SAN FRANCISC400				01710	16,61			0,00	
2.137	02105	Privat Reisen	11.09.17	322	Kartenzahlung BANK OF AMERICA N A//TEHACHAPI/US/3 2017-09-07T08:33:00 KFN 1 VJ				01700	40,90			0,00	
2.141	02105	Privat Reisen	11.09.17	549	DOUGLAS PARKING QP 510-4447412 400				01710	9,43			0,00	
2.370	02105	Privat Reisen	11.09.17	1327	Kartenzahlung BANK OF AMERICA N A//TEHACHAPI/US/3 2017-09-07T08:33:00 - Tanken				01700	40,90			0,00	
365	02105	Privat Reisen	12.09.17	317	Kartenzahlung BAMS CONVERSION//LIVERMORE/US/3 2017-09-08T17:07:11 KFN 1 VJ 2012				01700	-66,38			0,00	
367	02105	Privat Reisen	12.09.17	319	Kartenzahlung ELAVON, INC.//SAN FRANCISC/US/3 2017-09-09T11:24:38 KFN 1 VJ 2012				01700	-47,77			0,00	
682	02105	Privat Reisen	12.09.17	634	DELTA US ECC0068675122454BRUSSELS 017				01710	-384,94			0,00	
683	02105	Privat Reisen	12.09.17	635	HERTZ RENT-A-CAR AUSTIN 400				01710	-1.050,31			0,00	
684	02105	Privat Reisen	12.09.17	636	1.50% AUSLANDSEINSATZENTGELT				01710	-5,77			0,00	
685	02105	Privat Reisen	12.09.17	637	1.50% AUSLANDSEINSATZENTGELT				01710	-15,75			0,00	
929	02105	Privat Reisen	12.09.17	635	<Storno> HERTZ RENT-A-CAR AUSTIN 400				01710	1.050,31			0,00	
930	02105	Privat Reisen	12.09.17	635	HERTZ RENT-A-CAR AUSTIN 400				01710	1.050,31			0,00	
961	02105	Privat Reisen	12.09.17	317	<Storno> Kartenzahlung BAMS CONVERSION//LIVERMORE/US/3 2017-09-08T17:07:11 KFN 1				01700	66,38			0,00	
962	02105	Privat Reisen	12.09.17	317	Kartenzahlung BAMS CONVERSION//LIVERMORE/US/3 2017-09-08T17:07:11 KFN 1 VJ 2012				01700	66,38			0,00	
1.068	02105	Privat Reisen	12.09.17	634	<Storno> DELTA US ECC0068675122454BRUSSELS 017				01710	384,94			0,00	
1.069	02105	Privat Reisen	12.09.17	634	DELTA US ECC0068675122454BRUSSELS 017				01710	384,94			0,00	
1.202	02105	Privat Reisen	12.09.17	319	<Storno> Kartenzahlung ELAVON, INC.//SAN FRANCISC/US/3 2017-09-09T11:24:38 KFN 1				01700	47,77			0,00	
1.203	02105	Privat Reisen	12.09.17	319	Kartenzahlung ELAVON, INC.//SAN FRANCISC/US/3 2017-09-09T11:24:38 KFN 1 VJ 2012				01700	47,77			0,00	
1.562	02105	Privat Reisen	12.09.17	637	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	15,75			0,00	
1.563	02105	Privat Reisen	12.09.17	637	1.50% AUSLANDSEINSATZENTGELT				01710	15,75			0,00	
1.685	02105	Privat Reisen	12.09.17	636	<Storno> 1.50% AUSLANDSEINSATZENTGELT				01710	5,77			0,00	
1.686	02105	Privat Reisen	12.09.17	636	1.50% AUSLANDSEINSATZENTGELT				01710	5,77			0,00	
2.018	02105	Privat Reisen	12.09.17	318	Kartenzahlung BANK OF AMERICA N A//DUBLIN/US/3 2017-09-08T14:20:00 KFN 1 VJ 201				01700	41,47			0,00	
360	02105	Privat Reisen	13.09.17	312	Auszahlung .BANK OF AMERICA NA//NEW YORK/US/3 2017-09-11T13:27:18 KFN 1 VJ 2012				01700	-260,45			0,00	
674	02105	Privat Reisen	13.09.17	626	1.50% AUSLANDSEINSATZENTGELT				01710	-1,89			0,00	
675	02105	Privat Reisen	13.09.17	627	CORONA HOTEL CORONA 400				01710	-280,54			0,00	
676	02105	Privat Reisen	13.09.17	628	JFK TVM*JFK04-JAMAICA C NEW YORK 400				01710	-7,14			0,00	
