Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostenträger 	Kostenstelle 	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT
332	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	27.02.20	276	OLB CAFE SPERL//WIEN/AT/1 2020-02-24T18:36:53 KFN 1 Kartenzahlung			01700	11,26		01406	19,00	
548	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	03.03.20	437	Restaurant Oosten, Frankfurt			01600	6,97		01406	19,00	
300	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	04.03.20	258	OLB OOSTEN REALWIRTSCHAFT GIR 69270377/2020-03-03T16:43:04 KFN 1 VJ 2012 K			01700	26,30			0,00	
413	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	04.03.20	258	<Storno> OLB OOSTEN REALWIRTSCHAFT GIR 69270377/2020-03-03T16:43:04 KFN 1 VJ 201			01700	-26,30			0,00	
414	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	04.03.20	315	OLB OOSTEN REALWIRTSCHAFT GIR 69270377/2020-03-03T16:43:04 KFN 1 VJ 2012 K			01700	22,10		01406	19,00	
646	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	05.03.20	488	Frankfurter Küche			01600	11,26		01406	19,00	
556	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	06.03.20	441	OLB OOSTEN REALWIRTSCHAFT GIR 69270378/2020-03-05T18:59:28 KFN 1 VJ 2012 K			01700	17,48		01406	19,00	
653	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	06.03.20	492	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T17:0			01700	16,97		01406	19,00	
655	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	06.03.20	493	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T23:5			01700	29,75		01406	19,00	
558	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	09.03.20	442	OLB COFFEE FELLOWS FRANKFURT//FRANKFURT2020-03-06T11:20:42 KFN 1 VJ 2012 K			01700	7,48		01406	19,00	
560	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	10.03.20	443	OLB Le Commerce//SAINT-DIZIER FR/1 2020-03-08T20:13:40 KFN 1 VJ 2012 Karte			01700	17,73		01406	19,00	
470	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	11.03.20	360	OLB Chez Julia//PARIS/FR/12020-03-09T18:46:14 KFN 1 VJ 2012 Kartenzahlung			01700	19,70			0,00	
561	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	11.03.20	360	<Storno> OLB Chez Julia//PARIS/FR/12020-03-09T18:46:14 KFN 1 VJ 2012 Kartenzahlu			01700	-19,70			0,00	
562	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	11.03.20	444	OLB Chez Julia//PARIS/FR/12020-03-09T18:46:14 KFN 1 VJ 2012 Kartenzahlung			01700	16,55		01406	19,00	
471	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	12.03.20	361	OLB CHOUPINET PARIS//PARIS/FR 1 2020-03-10T16:50:28 KFN 1 VJ 2012 Kartenza			01700	14,90			0,00	
563	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	12.03.20	361	<Storno> OLB CHOUPINET PARIS//PARIS/FR 1 2020-03-10T16:50:28 KFN 1 VJ 2012 Karte			01700	-14,90			0,00	
564	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	12.03.20	445	OLB CHOUPINET PARIS//PARIS/FR 1 2020-03-10T16:50:28 KFN 1 VJ 2012 Kartenza			01700	12,52		01406	19,00	
473	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	363	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T22:55:30 KFN 1 VJ 2012 Kartenzah			01700	10,00			0,00	
474	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	364	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T16:47:56 KFN 1 VJ 2012 Kartenzah			01700	13,00			0,00	
475	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	365	OLB LE CORNER SAINT//PARIS16/FR/1 2020-03-10T23:28:00KFN 1 VJ 2012 Kartenz			01700	14,50			0,00	
476	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	366	OLB CAFE DE FRANCE//PARIS/FR/1 2020-03-11T14:42:23 KFN 1 VJ 2012 Kartenzah			01700	26,20			0,00	
565	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	363	<Storno> OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T22:55:30 KFN 1 VJ 2012 Karten			01700	-10,00			0,00	
566	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	446	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T22:55:30 KFN 1 VJ 2012 Kartenzah			01700	8,40		01406	19,00	
567	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	364	<Storno> OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T16:47:56 KFN 1 VJ 2012 Karten			01700	-13,00			0,00	
568	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	447	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T16:47:56 KFN 1 VJ 2012 Kartenzah			01700	10,92		01406	19,00	
569	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	365	<Storno> OLB LE CORNER SAINT//PARIS16/FR/1 2020-03-10T23:28:00KFN 1 VJ 2012 Kart			01700	-14,50			0,00	
570	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	448	OLB LE CORNER SAINT//PARIS16/FR/1 2020-03-10T23:28:00KFN 1 VJ 2012 Kartenz			01700	12,18		01406	19,00	
571	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	366	<Storno> OLB CAFE DE FRANCE//PARIS/FR/1 2020-03-11T14:42:23 KFN 1 VJ 2012 Karten			01700	-26,20			0,00	
572	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	13.03.20	449	OLB CAFE DE FRANCE//PARIS/FR/1 2020-03-11T14:42:23 KFN 1 VJ 2012 Kartenzah			01700	22,02		01406	19,00	
478	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	368	OLB LA CASSEROLE//PARIS 5/FR/1 2020-03-12T23:26:14 KFN 1 Kartenzahlung			01700	7,00			0,00	
479	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	369	OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Kartenza			01700	15,00			0,00	
480	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	370	OLB CREPERIE 4 TEMPS//PARIS/FR/1 2020-03-13T21:24:31 KFN 1 VJ 2012 Kartenz			01700	20,50			0,00	
481	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	371	OLB LE MUSSET//PARIS/FR/1 2020-03-12T19:55:39 KFN 1 Kartenzahlung			01700	26,50			0,00	
482	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	372	OLB DS CAFE DEFENSE//PUTEAUX/FR/1 2020-03-13T14:39:58 KFN 1 VJ 2012 Karten			01700	38,50			0,00	
574	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	450	OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099.12			01740	8,00			0,00	
575	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	371	<Storno> OLB LE MUSSET//PARIS/FR/1 2020-03-12T19:55:39 KFN 1 Kartenzahlung			01700	-26,50			0,00	
576	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	451	OLB LE MUSSET//PARIS/FR/1 2020-03-12T19:55:39 KFN 1 Kartenzahlung			01700	22,27		01406	19,00	
577	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	369	<Storno> OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Karte			01700	-15,00			0,00	
579	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	370	<Storno> OLB CREPERIE 4 TEMPS//PARIS/FR/1 2020-03-13T21:24:31 KFN 1 VJ 2012 Kart			01700	-20,50			0,00	
580	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	453	OLB CREPERIE 4 TEMPS//PARIS/FR/1 2020-03-13T21:24:31 KFN 1 VJ 2012 Kartenz			01700	17,23		01406	19,00	
650	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	372	<Storno> OLB DS CAFE DEFENSE//PUTEAUX/FR/1 2020-03-13T14:39:58 KFN 1 VJ 2012 Kar			01700	-38,50			0,00	
651	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	491	OLB DS CAFE DEFENSE//PUTEAUX/FR/1 2020-03-13T14:39:58 KFN 1 VJ 2012 Karten			01700	32,35		01406	19,00	
660	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	368	<Storno> OLB LA CASSEROLE//PARIS 5/FR/1 2020-03-12T23:26:14 KFN 1 Kartenzahlung			01700	-7,00			0,00	
661	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	496	OLB LA CASSEROLE//PARIS 5/FR/1 2020-03-12T23:26:14 KFN 1 Kartenzahlung			01700	5,88		01406	19,00	
663	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	497	OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Kartenza	M-R 7408		01700	12,61		01406	19,00	
664	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	450	<Storno> OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099			01740	-8,00			0,00	
665	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	16.03.20	498	OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099.12			01740	6,72		01406	19,00	
484	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	374	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T16:26:52 KFN 1 VJ 2012 Kart			01700	1,30			0,00	
485	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	375	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T18:02:09 KFN 1 VJ 2012 Kart			01700	3,00			0,00	
486	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	376	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T13:17:09 KFN 1 VJ 2012 Kart			01700	3,30			0,00	
487	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	377	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T15:05:50 KFN 1 VJ 2012 Kart			01700	5,50			0,00	
488	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	378	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T12:38:42 KFN 1 VJ 2012 Kart			01700	7,20			0,00	
489	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	379	OLB SARL PORTLAND 0378466//PLERIN/FR/12020-03-15T18:24:41 KFN 1 VJ 2012 Ka			01700	8,40			0,00	
581	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	374	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T16:26:52 KFN 1 VJ 2012 K			01700	-1,30			0,00	
582	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	454	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T16:26:52 KFN 1 VJ 2012 Kart			01700	1,09		01406	19,00	
583	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	375	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T18:02:09 KFN 1 VJ 2012 K			01700	-3,00			0,00	
584	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	455	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T18:02:09 KFN 1 VJ 2012 Kart			01700	2,52		01406	19,00	
585	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	376	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T13:17:09 KFN 1 VJ 2012 K			01700	-3,30			0,00	
586	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	456	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T13:17:09 KFN 1 VJ 2012 Kart			01700	2,77		01406	19,00	
587	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	377	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T15:05:50 KFN 1 VJ 2012 K			01700	-5,50			0,00	
588	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	457	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T15:05:50 KFN 1 VJ 2012 Kart			01700	4,62		01406	19,00	
589	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	378	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T12:38:42 KFN 1 VJ 2012 K			01700	-7,20			0,00	
590	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	458	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T12:38:42 KFN 1 VJ 2012 Kart			01700	6,05		01406	19,00	
591	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	379	<Storno> OLB SARL PORTLAND 0378466//PLERIN/FR/12020-03-15T18:24:41 KFN 1 VJ 2012			01700	-8,40			0,00	
592	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	17.03.20	459	OLB SARL PORTLAND 0378466//PLERIN/FR/12020-03-15T18:24:41 KFN 1 VJ 2012 Ka			01700	7,06		01406	19,00	
491	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	18.03.20	381	OLB LA MIE CALINE//BREST/FR/1 2020-03-16T13:26:43 KFN 1 Kartenzahlung			01700	1,80			0,00	
492	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	18.03.20	382	OLB LE PLAN B 0402182//BREST/FR/1 2020-03-16T12:51:52 KFN 1 VJ 2012 Karten			01700	12,80			0,00	
593	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	18.03.20	381	<Storno> OLB LA MIE CALINE//BREST/FR/1 2020-03-16T13:26:43 KFN 1 Kartenzahlung			01700	-1,80			0,00	
594	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	18.03.20	460	OLB LA MIE CALINE//BREST/FR/1 2020-03-16T13:26:43 KFN 1 Kartenzahlung			01700	1,51		01406	19,00	
595	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	18.03.20	382	<Storno> OLB LE PLAN B 0402182//BREST/FR/1 2020-03-16T12:51:52 KFN 1 VJ 2012 Kar			01700	-12,80			0,00	
596	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	18.03.20	461	OLB LE PLAN B 0402182//BREST/FR/1 2020-03-16T12:51:52 KFN 1 VJ 2012 Karten			01700	10,76		01406	19,00	
497	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	19.03.20	387	OLB HOTEL IBIS 0110973//BREST FR/1 2020-03-17T11:26:04 KFN 1 VJ 2012 Karte			01700	99,10			0,00	
599	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	19.03.20	387	<Storno> OLB HOTEL IBIS 0110973//BREST FR/1 2020-03-17T11:26:04 KFN 1 VJ 2012 Ka			01700	-99,10			0,00	
498	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	388	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T15:38:11 KFN 1 VJ 2012 K			01700	2,40			0,00	
499	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	389	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T14:59:25 KFN 1 VJ 2012 K			01700	2,40			0,00	
501	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	391	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T17:59:07 KFN 1 VJ 2012 K			01700	2,60			0,00	
502	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	392	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T14:27:10 KFN 1 VJ 2012 K			01700	4,30			0,00	
505	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	395	OLB FRANPRIX 132//PARIS 10/FR 1 2020-03-18T12:50:53KFN 1 VJ 2012 Kartenzah			01700	9,75			0,00	
601	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	388	<Storno> OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T15:38:11 KFN 1 VJ 201			01700	-2,40			0,00	
602	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	464	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T15:38:11 KFN 1 VJ 2012 K			01700	2,02		01406	19,00	
603	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	389	<Storno> OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T14:59:25 KFN 1 VJ 201			01700	-2,40			0,00	
604	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	465	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T14:59:25 KFN 1 VJ 2012 K			01700	2,02		01406	19,00	
605	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	391	<Storno> OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T17:59:07 KFN 1 VJ 201			01700	-2,60			0,00	
606	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	466	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T17:59:07 KFN 1 VJ 2012 K			01700	2,18		01406	19,00	
607	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	392	<Storno> OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T14:27:10 KFN 1 VJ 201			01700	-4,30			0,00	
608	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	467	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-19T14:27:10 KFN 1 VJ 2012 K			01700	3,61		01406	19,00	
615	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	395	<Storno> OLB FRANPRIX 132//PARIS 10/FR 1 2020-03-18T12:50:53KFN 1 VJ 2012 Karten			01700	-9,75			0,00	
673	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	502	OLB FRANPRIX 132//PARIS 10/FR 1 2020-03-18T12:50:53KFN 1 VJ 2012 Kartenzah			01700	9,75			0,00	
688	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	502	<Storno> OLB FRANPRIX 132//PARIS 10/FR 1 2020-03-18T12:50:53KFN 1 VJ 2012 Karten			01700	-9,75			0,00	
689	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	20.03.20	510	OLB FRANPRIX 132//PARIS 10/FR 1 2020-03-18T12:50:53KFN 1 VJ 2012 Kartenzah			01700	8,19		01406	19,00	
509	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	399	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T04:40:43 KFN 1 VJ 2012 K			01700	3,99			0,00	
510	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	400	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T06:42:14 KFN 1 VJ 2012 K			01700	3,99			0,00	
511	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	401	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T05:58:10 KFN 1 VJ 2012 K			01700	4,78			0,00	
514	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	404	OLB BERNADETTE ET FABRICE//MACQUENOISE/2020-03-18T16:22:19 KFN 1 VJ 2012 K			01700	57,15			0,00	
617	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	399	<Storno> OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T04:40:43 KFN 1 VJ 201			01700	-3,99			0,00	
618	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	471	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T04:40:43 KFN 1 VJ 2012 K			01700	3,35		01406	19,00	
619	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	400	<Storno> OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T06:42:14 KFN 1 VJ 201			01700	-3,99			0,00	
620	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	472	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T06:42:14 KFN 1 VJ 2012 K			01700	3,35		01406	19,00	
621	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	401	<Storno> OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T05:58:10 KFN 1 VJ 201			01700	-4,78			0,00	
622	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	473	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T05:58:10 KFN 1 VJ 2012 K			01700	4,47		01401	7,00	
637	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	404	<Storno> OLB BERNADETTE ET FABRICE//MACQUENOISE/2020-03-18T16:22:19 KFN 1 VJ 201			01700	-57,15			0,00	
656	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	473	<Storno> OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T05:58:10 KFN 1 VJ 201			01700	-4,47		01401	7,00	
657	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	494	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T05:58:10 KFN 1 VJ 2012 K			01700	4,47		01401	7,00	
658	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	494	<Storno> OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T05:58:10 KFN 1 VJ 201			01700	-4,47		01401	7,00	
659	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	23.03.20	495	OLB ECHO TANKSTELLEN GMBH//Wertheim/DE 2020-03-20T05:58:10 KFN 1 VJ 2012 K			01700	4,02		01406	19,00	
675	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	25.03.20	503	OLB TOTAL Service Station//PEGNITZ/DE 2020-03-23T11:33:27 KFN 1 VJ 2012 Ka			01700	8,71		01406	19,00	
610	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	01.04.20	417	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-31T13:21:02 KFN 1 VJ 2012 K			01700	1,85			0,00	
611	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	01.04.20	417	<Storno> OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-31T13:21:02 KFN 1 VJ 201			01700	-1,85			0,00	
612	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	01.04.20	468	OLB WIENER FEINBAECKER HEBERER//FRANKFU2020-03-31T13:21:02 KFN 1 VJ 2012 K			01700	1,55		01406	19,00	
614	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	01.04.20	469	OLB WIENER FEINBAECKER HEBERER//FRANKFURT/DE 2020.03.31T10.56.34 Folgenr.0			01740	4,16		01406	19,00	
677	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	01.04.20	504	OLB ECHO TANKSTELLEN GMBH ROC//Frankfur2020-03-31T22:06:32 KFN 1 VJ 2012 K			01700	2,44		01406	19,00	
679	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	01.04.20	505	OLB DANKE, IHR LIDL//Frankfurt/DE 2020-03-31T16:47:34 KFN 1 VJ 2012 Karten			01700	5,89		01406	19,00	
681	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	01.04.20	506	OLB ECHO TANKSTELLEN GMBH ROC//Frankfur2020-03-31T12:39:42 KFN 1 VJ 2012 K			01700	4,61		01406	19,00	
683	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	02.04.20	507	OLB SHELL 5451/ FrankfurtMain /DE 2020-04-01T14:21:59 KFN 1 VJ 2012 Karte			01700	8,79		01406	19,00	
686	06642	Eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)	03.04.20	508	OLB AREAS OST WEISKIRCHEN SUED//Rodgau/2020-04-02T11:46:02 KFN 1 VJ 2012 K			01700	3,95		01406	19,00	
